video_id,title,publishedAt,views,likes,comments,like_ratio,publish_hour,publish_day
oUJolR5bX6g,APPRENDRE PYTHON [TUTO PROGRAMMATION COMPLET DÉBUTANT],2020-10-17 07:17:34+00:00,3633898,106691,3806,0.02935993250223314,7,Saturday
2socU7yFLl0,Python Django Setup is easy | Python Tutorial,2025-08-28 15:45:00+00:00,419,5,0,0.011933174224343675,15,Thursday
Kh5jZMM8h7Y,Python CLASSES in 50 Seconds! 🔥👨‍💻 #shorts,2022-01-22 05:00:17+00:00,1075815,36745,380,0.03415550071341262,5,Saturday
kTVGcROrDeU,Which operator can be used to compare two  values? #shorts #python #tutorial #beginners #quiz,2022-07-29 18:30:55+00:00,239,2,0,0.008368200836820083,18,Friday
bdBlnHoRHVE,Python Tkinter Add Image #like #tutorial,2023-04-26 18:25:23+00:00,57116,1637,28,0.02866097065620842,18,Wednesday
D3JvDWO-BY4,"Python Tutorial: Sorting Lists, Tuples, and Objects",2015-12-15 16:30:01+00:00,292657,5776,228,0.01973641498409401,16,Tuesday
oXlwWbU8l2o,OpenCV Course - Full Tutorial with Python,2020-11-03 14:18:52+00:00,4438869,52882,1219,0.011913395056263206,14,Tuesday
-65r_3r-nN4,Python Tutorial with Gen AI for 2025 | Python for Beginners | Python full course,2024-07-28 12:32:00+00:00,355366,9584,145,0.026969378049672733,12,Sunday
3dt4OGnU5sM,Python Tutorial: Comprehensions - How they work and why you should be using them,2015-08-24 16:30:01+00:00,558427,13858,510,0.0248161353229697,16,Monday
h8V1IOolYA0,Functions in Python | Python Tutorial in Hindi 10,2024-09-04 13:26:24+00:00,46154,1110,140,0.024049919833600556,13,Wednesday
C0p-2qk6aak,Make Your First GUI Calculator in Python - Beginner Tutorial,2025-09-14 04:20:55+00:00,332,13,7,0.0391566265060241,4,Sunday
HHcZbXsZtm0,PyCharm Tutorial | Introduction to PyCharm | Basics in 10 Minutes,2021-09-08 14:48:09+00:00,731029,10748,348,0.014702563099411925,14,Wednesday
k9TUPpGqYTo,Python Tutorial for Beginners 2: Strings - Working with Textual Data,2017-05-17 16:00:04+00:00,1912055,41326,1261,0.021613395012172767,16,Wednesday
XCKWZAtKTnU,Python Tutorial 1: Introduction to Python for Absolute Beginners,2021-02-24 17:30:14+00:00,249373,6349,685,0.025459853312106765,17,Wednesday
XF6QAx-zPqQ,python graphics design👨‍💻🔥🔥|python tutorial video|Python short video software engineer|#python #100,2024-01-29 06:36:49+00:00,437,0,0,0.0,6,Monday
dzxp6Ncz6-o,So würde ich 2025 Python lernen (schnellster Weg),2025-03-12 17:00:49+00:00,8203,270,9,0.03291478727294892,17,Wednesday
NiIJIU5BEBU,Python Tutorial: Introduction to spaCy,2020-03-05 16:30:13+00:00,14787,183,1,0.012375735443294785,16,Thursday
2Fp1N6dof0Y,Python Tutorial: Calling External Commands Using the Subprocess Module,2019-07-24 17:00:00+00:00,391956,9378,387,0.023926154976579003,17,Wednesday
FFrrShS7LZw,Python Tutorial für Anfänger: Lerne Python in 60 Minuten (deutsch),2024-08-10 16:00:11+00:00,83726,1738,93,0.020758187420872848,16,Saturday
qbLc5a9jdXo,REST API Crash Course - Introduction + Full Python API Tutorial,2020-11-19 20:27:58+00:00,1187448,27431,803,0.02310080104560368,20,Thursday
UHKACm20iS0,Python for Beginners | Ep - 01 | Basics - Print | Interpreter vs Compiler | Tamil | code io,2021-05-12 04:48:52+00:00,347462,8215,300,0.023642873177498545,4,Wednesday
i3cAsAivXC8,For loop in Python | Python interview question | #pythontutorial #python #interview #forloop #loops,2024-01-05 18:07:50+00:00,69188,1285,1,0.01857258484130196,18,Friday
lgoB3_-ejnI,AsyncIO in Python | Python Tutorial - Day #96,2023-03-03 11:32:53+00:00,120190,2881,175,0.02397038023130044,11,Friday
sHw5hLYFaIw,Regular Expression Tutorial Python | Python Regex Tutorial,2021-12-01 13:00:11+00:00,174726,4343,135,0.02485606034591303,13,Wednesday
gfR_XMqrGFs,Python Data Types | Learn Python | Python Tutorial for Beginners | Edureka | Python Module - 3,2020-07-09 05:55:32+00:00,9749,150,4,0.01538619345573905,5,Thursday
KjJ7WzEL-es,Python Tutorial for Beginners | Learn Python Step By Step | Python Course,2019-09-19 11:31:30+00:00,18344,302,22,0.016463148713475796,11,Thursday
HZARImviDxg,#20 Python Tutorial for Beginners | While Loop in Python,2018-07-12 04:59:18+00:00,1778514,31174,2316,0.017528116168891557,4,Thursday
